ID,Position,Department,quantity,Salary,year,month,date_mov,base,increase_index,budget_value
10196,Production Technician II,Production       ,1,64955.0,2024,August,,HC,1.1673288,6318.65352
10196,Production Technician II,Production       ,1,64955.0,2024,July,,HC,1.1673288,6318.65352
10196,Production Technician II,Production       ,1,64955.0,2024,June,,HC,1.1673288,6318.65352
10196,Production Technician II,Production       ,1,64955.0,2024,May,,HC,1.1673288,6318.65352
10196,Production Technician II,Production       ,1,64955.0,2024,April,,HC,1.14444,6194.75835
10196,Production Technician II,Production       ,1,64955.0,2024,March,,HC,1.0404,5631.5985
10196,Production Technician II,Production       ,1,64955.0,2024,February,,HC,1.02,5521.175
10196,Production Technician II,Production       ,1,64955.0,2024,January,,HC,1.02,5521.175
10196,Production Technician II,Production       ,1,64955.0,2023,December,,HC,1.02,5521.175
10196,Production Technician II,Production       ,1,64955.0,2023,November,,HC,1.02,5521.175
10196,Production Technician II,Production       ,1,64955.0,2023,October,,HC,1.0,5412.91667
10196,Production Technician II,Production       ,1,64955.0,2023,September,,HC,1.0,5412.91667
10088,Production Technician I,Production       ,1,64991.0,2024,December,,HC,1.22569524,6638.26328
10088,Production Technician I,Production       ,1,64991.0,2024,November,,HC,1.22569524,6638.26328
10088,Production Technician I,Production       ,1,64991.0,2024,October,,HC,1.22569524,6638.26328
10088,Production Technician I,Production       ,1,64991.0,2024,September,,HC,1.1673288,6322.1555
10088,Production Technician I,Production       ,1,64991.0,2024,August,,HC,1.1673288,6322.1555
10088,Production Technician I,Production       ,1,64991.0,2024,July,,HC,1.1673288,6322.1555
10088,Production Technician I,Production       ,1,64991.0,2024,June,,HC,1.1673288,6322.1555
10088,Production Technician I,Production       ,1,64991.0,2024,May,,HC,1.1673288,6322.1555
10088,Production Technician I,Production       ,1,64991.0,2024,April,,HC,1.14444,6198.19167
10088,Production Technician I,Production       ,1,64991.0,2024,March,,HC,1.0404,5634.7197
10088,Production Technician I,Production       ,1,64991.0,2024,February,,HC,1.02,5524.235
10088,Production Technician I,Production       ,1,64991.0,2024,January,,HC,1.02,5524.235
10088,Production Technician I,Production       ,1,64991.0,2023,December,,HC,1.02,5524.235
10088,Production Technician I,Production       ,1,64991.0,2023,November,,HC,1.02,5524.235
10088,Production Technician I,Production       ,1,64991.0,2023,October,,HC,1.0,5415.91667
10088,Production Technician I,Production       ,1,64991.0,2023,September,,HC,1.0,5415.91667
10069,Production Technician I,Production       ,1,50825.0,2024,December,,HC,1.22569524,5191.33005
10069,Production Technician I,Production       ,1,50825.0,2024,November,,HC,1.22569524,5191.33005
10069,Production Technician I,Production       ,1,50825.0,2024,October,,HC,1.22569524,5191.33005
10069,Production Technician I,Production       ,1,50825.0,2024,September,,HC,1.1673288,4944.12385
10069,Production Technician I,Production       ,1,50825.0,2024,August,,HC,1.1673288,4944.12385
10069,Production Technician I,Production       ,1,50825.0,2024,July,,HC,1.1673288,4944.12385
10069,Production Technician I,Production       ,1,50825.0,2024,June,,HC,1.1673288,4944.12385
10069,Production Technician I,Production       ,1,50825.0,2024,May,,HC,1.1673288,4944.12385
10069,Production Technician I,Production       ,1,50825.0,2024,April,,HC,1.14444,4847.18025
10069,Production Technician I,Production       ,1,50825.0,2024,March,,HC,1.0404,4406.5275
10069,Production Technician I,Production       ,1,50825.0,2024,February,,HC,1.02,4320.125
10069,Production Technician I,Production       ,1,50825.0,2024,January,,HC,1.02,4320.125
10069,Production Technician I,Production       ,1,50825.0,2023,December,,HC,1.02,4320.125
10069,Production Technician I,Production       ,1,50825.0,2023,November,,HC,1.02,4320.125
10069,Production Technician I,Production       ,1,50825.0,2023,October,,HC,1.0,4235.41667
10069,Production Technician I,Production       ,1,50825.0,2023,September,,HC,1.0,4235.41667
10002,Production Technician I,Production       ,1,57568.0,2024,December,,HC,1.22569524,5880.06863
10002,Production Technician I,Production       ,1,57568.0,2024,November,,HC,1.22569524,5880.06863
10002,Production Technician I,Production       ,1,57568.0,2024,October,,HC,1.22569524,5880.06863
10002,Production Technician I,Production       ,1,57568.0,2024,September,,HC,1.1673288,5600.06536
10002,Production Technician I,Production       ,1,57568.0,2024,August,,HC,1.1673288,5600.06536
10002,Production Technician I,Production       ,1,57568.0,2024,July,,HC,1.1673288,5600.06536
10002,Production Technician I,Production       ,1,57568.0,2024,June,,HC,1.1673288,5600.06536
10002,Production Technician I,Production       ,1,57568.0,2024,May,,HC,1.1673288,5600.06536
10002,Production Technician I,Production       ,1,57568.0,2024,April,,HC,1.14444,5490.26016
10002,Production Technician I,Production       ,1,57568.0,2024,March,,HC,1.0404,4991.1456
10002,Production Technician I,Production       ,1,57568.0,2024,February,,HC,1.02,4893.28
10002,Production Technician I,Production       ,1,57568.0,2024,January,,HC,1.02,4893.28
10002,Production Technician I,Production       ,1,57568.0,2023,December,,HC,1.02,4893.28
10002,Production Technician I,Production       ,1,57568.0,2023,November,,HC,1.02,4893.28
10002,Production Technician I,Production       ,1,57568.0,2023,October,,HC,1.0,4797.33333
10002,Production Technician I,Production       ,1,57568.0,2023,September,,HC,1.0,4797.33333
10194,Software Engineer,Software Engineering,1,95660.0,2024,December,,HC,1.22569524,9770.83389
10194,Software Engineer,Software Engineering,1,95660.0,2024,November,,HC,1.22569524,9770.83389
10194,Software Engineer,Software Engineering,1,95660.0,2024,October,,HC,1.22569524,9770.83389
10194,Software Engineer,Software Engineering,1,95660.0,2024,September,,HC,1.1673288,9305.55608
10194,Software Engineer,Software Engineering,1,95660.0,2024,August,,HC,1.1673288,9305.55608
10194,Software Engineer,Software Engineering,1,95660.0,2024,July,,HC,1.1673288,9305.55608
10194,Software Engineer,Software Engineering,1,95660.0,2024,June,,HC,1.1673288,9305.55608
10194,Software Engineer,Software Engineering,1,95660.0,2024,May,,HC,1.1673288,9305.55608
10194,Software Engineer,Software Engineering,1,95660.0,2024,April,,HC,1.14444,9123.0942
10194,Software Engineer,Software Engineering,1,95660.0,2024,March,,HC,1.0404,8293.722
10194,Software Engineer,Software Engineering,1,95660.0,2024,February,,HC,1.02,8131.1
10194,Software Engineer,Software Engineering,1,95660.0,2024,January,,HC,1.02,8131.1
10194,Software Engineer,Software Engineering,1,95660.0,2023,December,,HC,1.02,8131.1
10194,Software Engineer,Software Engineering,1,95660.0,2023,November,,HC,1.02,8131.1
10194,Software Engineer,Software Engineering,1,95660.0,2023,October,,HC,1.0,7971.66667
10194,Software Engineer,Software Engineering,1,95660.0,2023,September,,HC,1.0,7971.66667
10062,Production Technician I,Production       ,1,59365.0,2024,December,,HC,1.22569524,6063.61649
10062,Production Technician I,Production       ,1,59365.0,2024,November,,HC,1.22569524,6063.61649
10062,Production Technician I,Production       ,1,59365.0,2024,October,,HC,1.22569524,6063.61649
10062,Production Technician I,Production       ,1,59365.0,2024,September,,HC,1.1673288,5774.87285
10062,Production Technician I,Production       ,1,59365.0,2024,August,,HC,1.1673288,5774.87285
10062,Production Technician I,Production       ,1,59365.0,2024,July,,HC,1.1673288,5774.87285
10062,Production Technician I,Production       ,1,59365.0,2024,June,,HC,1.1673288,5774.87285
10062,Production Technician I,Production       ,1,59365.0,2024,May,,HC,1.1673288,5774.87285
10062,Production Technician I,Production       ,1,59365.0,2024,April,,HC,1.14444,5661.64005
10062,Production Technician I,Production       ,1,59365.0,2024,March,,HC,1.0404,5146.9455
10062,Production Technician I,Production       ,1,59365.0,2024,February,,HC,1.02,5046.025
10062,Production Technician I,Production       ,1,59365.0,2024,January,,HC,1.02,5046.025
10062,Production Technician I,Production       ,1,59365.0,2023,December,,HC,1.02,5046.025
10062,Production Technician I,Production       ,1,59365.0,2023,November,,HC,1.02,5046.025
10062,Production Technician I,Production       ,1,59365.0,2023,October,,HC,1.0,4947.08333
10062,Production Technician I,Production       ,1,59365.0,2023,September,,HC,1.0,4947.08333
10114,Production Technician I,Production       ,1,47837.0,2024,December,,HC,1.22569524,4886.13193
10114,Production Technician I,Production       ,1,47837.0,2024,November,,HC,1.22569524,4886.13193
10114,Production Technician I,Production       ,1,47837.0,2024,October,,HC,1.22569524,4886.13193
10114,Production Technician I,Production       ,1,47837.0,2024,September,,HC,1.1673288,4653.45898
10114,Production Technician I,Production       ,1,47837.0,2024,August,,HC,1.1673288,4653.45898
10114,Production Technician I,Production       ,1,47837.0,2024,July,,HC,1.1673288,4653.45898
10114,Production Technician I,Production       ,1,47837.0,2024,June,,HC,1.1673288,4653.45898
10114,Production Technician I,Production       ,1,47837.0,2024,May,,HC,1.1673288,4653.45898
10114,Production Technician I,Production       ,1,47837.0,2024,April,,HC,1.14444,4562.21469
10114,Production Technician I,Production       ,1,47837.0,2024,March,,HC,1.0404,4147.4679
10114,Production Technician I,Production       ,1,47837.0,2024,February,,HC,1.02,4066.145
10114,Production Technician I,Production       ,1,47837.0,2024,January,,HC,1.02,4066.145
10114,Production Technician I,Production       ,1,47837.0,2023,December,,HC,1.02,4066.145
10114,Production Technician I,Production       ,1,47837.0,2023,November,,HC,1.02,4066.145
10114,Production Technician I,Production       ,1,47837.0,2023,October,,HC,1.0,3986.41667
10114,Production Technician I,Production       ,1,47837.0,2023,September,,HC,1.0,3986.41667
10250,IT Support,IT/IS,1,50178.0,2024,December,,HC,1.22569524,5125.24465
10250,IT Support,IT/IS,1,50178.0,2024,November,,HC,1.22569524,5125.24465
10250,IT Support,IT/IS,1,50178.0,2024,October,,HC,1.22569524,5125.24465
10250,IT Support,IT/IS,1,50178.0,2024,September,,HC,1.1673288,4881.18538
10250,IT Support,IT/IS,1,50178.0,2024,August,,HC,1.1673288,4881.18538
10250,IT Support,IT/IS,1,50178.0,2024,July,,HC,1.1673288,4881.18538
10250,IT Support,IT/IS,1,50178.0,2024,June,,HC,1.1673288,4881.18538
10250,IT Support,IT/IS,1,50178.0,2024,May,,HC,1.1673288,4881.18538
10250,IT Support,IT/IS,1,50178.0,2024,April,,HC,1.14444,4785.47586
10250,IT Support,IT/IS,1,50178.0,2024,March,,HC,1.0404,4350.4326
10250,IT Support,IT/IS,1,50178.0,2024,February,,HC,1.02,4265.13
10250,IT Support,IT/IS,1,50178.0,2024,January,,HC,1.02,4265.13
10250,IT Support,IT/IS,1,50178.0,2023,December,,HC,1.02,4265.13
10250,IT Support,IT/IS,1,50178.0,2023,November,,HC,1.02,4265.13
10250,IT Support,IT/IS,1,50178.0,2023,October,,HC,1.0,4181.5
10250,IT Support,IT/IS,1,50178.0,2023,September,,HC,1.0,4181.5
10252,Production Technician I,Production       ,1,54670.0,2024,December,,HC,1.22569524,5584.06323
10252,Production Technician I,Production       ,1,54670.0,2024,November,,HC,1.22569524,5584.06323
10252,Production Technician I,Production       ,1,54670.0,2024,October,,HC,1.22569524,5584.06323
10252,Production Technician I,Production       ,1,54670.0,2024,September,,HC,1.1673288,5318.15546
10252,Production Technician I,Production       ,1,54670.0,2024,August,,HC,1.1673288,5318.15546
10252,Production Technician I,Production       ,1,54670.0,2024,July,,HC,1.1673288,5318.15546
10252,Production Technician I,Production       ,1,54670.0,2024,June,,HC,1.1673288,5318.15546
10252,Production Technician I,Production       ,1,54670.0,2024,May,,HC,1.1673288,5318.15546
10252,Production Technician I,Production       ,1,54670.0,2024,April,,HC,1.14444,5213.8779
10252,Production Technician I,Production       ,1,54670.0,2024,March,,HC,1.0404,4739.889
10252,Production Technician I,Production       ,1,54670.0,2024,February,,HC,1.02,4646.95
10252,Production Technician I,Production       ,1,54670.0,2024,January,,HC,1.02,4646.95
10252,Production Technician I,Production       ,1,54670.0,2023,December,,HC,1.02,4646.95
10252,Production Technician I,Production       ,1,54670.0,2023,November,,HC,1.02,4646.95
10252,Production Technician I,Production       ,1,54670.0,2023,October,,HC,1.0,4555.83333
10252,Production Technician I,Production       ,1,54670.0,2023,September,,HC,1.0,4555.83333
10242,Production Technician I,Production       ,1,47211.0,2024,December,,HC,1.22569524,4822.1915
10242,Production Technician I,Production       ,1,47211.0,2024,November,,HC,1.22569524,4822.1915
10242,Production Technician I,Production       ,1,47211.0,2024,October,,HC,1.22569524,4822.1915
10242,Production Technician I,Production       ,1,47211.0,2024,September,,HC,1.1673288,4592.56333
10242,Production Technician I,Production       ,1,47211.0,2024,August,,HC,1.1673288,4592.56333
10242,Production Technician I,Production       ,1,47211.0,2024,July,,HC,1.1673288,4592.56333
10242,Production Technician I,Production       ,1,47211.0,2024,June,,HC,1.1673288,4592.56333
10242,Production Technician I,Production       ,1,47211.0,2024,May,,HC,1.1673288,4592.56333
10242,Production Technician I,Production       ,1,47211.0,2024,April,,HC,1.14444,4502.51307
10242,Production Technician I,Production       ,1,47211.0,2024,March,,HC,1.0404,4093.1937
10242,Production Technician I,Production       ,1,47211.0,2024,February,,HC,1.02,4012.935
10242,Production Technician I,Production       ,1,47211.0,2024,January,,HC,1.02,4012.935
10242,Production Technician I,Production       ,1,47211.0,2023,December,,HC,1.02,4012.935
10242,Production Technician I,Production       ,1,47211.0,2023,November,,HC,1.02,4012.935
10242,Production Technician I,Production       ,1,47211.0,2023,October,,HC,1.0,3934.25
10242,Production Technician I,Production       ,1,47211.0,2023,September,,HC,1.0,3934.25
10012,Data Analyst,IT/IS,1,92328.0,2024,December,,HC,1.22569524,9430.49918
10012,Data Analyst,IT/IS,1,92328.0,2024,November,,HC,1.22569524,9430.49918
10012,Data Analyst,IT/IS,1,92328.0,2024,October,,HC,1.22569524,9430.49918
10012,Data Analyst,IT/IS,1,92328.0,2024,September,,HC,1.1673288,8981.42779
10012,Data Analyst,IT/IS,1,92328.0,2024,August,,HC,1.1673288,8981.42779
10012,Data Analyst,IT/IS,1,92328.0,2024,July,,HC,1.1673288,8981.42779
10012,Data Analyst,IT/IS,1,92328.0,2024,June,,HC,1.1673288,8981.42779
10012,Data Analyst,IT/IS,1,92328.0,2024,May,,HC,1.1673288,8981.42779
10012,Data Analyst,IT/IS,1,92328.0,2024,April,,HC,1.14444,8805.32136
10012,Data Analyst,IT/IS,1,92328.0,2024,March,,HC,1.0404,8004.8376
10012,Data Analyst,IT/IS,1,92328.0,2024,February,,HC,1.02,7847.88
10012,Data Analyst,IT/IS,1,92328.0,2024,January,,HC,1.02,7847.88
10012,Data Analyst,IT/IS,1,92328.0,2023,December,,HC,1.02,7847.88
10012,Data Analyst,IT/IS,1,92328.0,2023,November,,HC,1.02,7847.88
10012,Data Analyst,IT/IS,1,92328.0,2023,October,,HC,1.0,7694.0
10012,Data Analyst,IT/IS,1,92328.0,2023,September,,HC,1.0,7694.0
10265,Production Technician I,Production       ,1,58709.0,2024,December,,HC,1.22569524,5996.61182
10265,Production Technician I,Production       ,1,58709.0,2024,November,,HC,1.22569524,5996.61182
10265,Production Technician I,Production       ,1,58709.0,2024,October,,HC,1.22569524,5996.61182
10265,Production Technician I,Production       ,1,58709.0,2024,September,,HC,1.1673288,5711.05888
10265,Production Technician I,Production       ,1,58709.0,2024,August,,HC,1.1673288,5711.05888
10265,Production Technician I,Production       ,1,58709.0,2024,July,,HC,1.1673288,5711.05888
10265,Production Technician I,Production       ,1,58709.0,2024,June,,HC,1.1673288,5711.05888
10265,Production Technician I,Production       ,1,58709.0,2024,May,,HC,1.1673288,5711.05888
10265,Production Technician I,Production       ,1,58709.0,2024,April,,HC,1.14444,5599.07733
10265,Production Technician I,Production       ,1,58709.0,2024,March,,HC,1.0404,5090.0703
10265,Production Technician I,Production       ,1,58709.0,2024,February,,HC,1.02,4990.265
10265,Production Technician I,Production       ,1,58709.0,2024,January,,HC,1.02,4990.265
10265,Production Technician I,Production       ,1,58709.0,2023,December,,HC,1.02,4990.265
10265,Production Technician I,Production       ,1,58709.0,2023,November,,HC,1.02,4990.265
10265,Production Technician I,Production       ,1,58709.0,2023,October,,HC,1.0,4892.41667
10265,Production Technician I,Production       ,1,58709.0,2023,September,,HC,1.0,4892.41667
10066,Production Technician I,Production       ,1,52505.0,2024,December,,HC,1.22569524,5362.92738
10066,Production Technician I,Production       ,1,52505.0,2024,November,,HC,1.22569524,5362.92738
10066,Production Technician I,Production       ,1,52505.0,2024,October,,HC,1.22569524,5362.92738
10066,Production Technician I,Production       ,1,52505.0,2024,September,,HC,1.1673288,5107.54989
10066,Production Technician I,Production       ,1,52505.0,2024,August,,HC,1.1673288,5107.54989
10066,Production Technician I,Production       ,1,52505.0,2024,July,,HC,1.1673288,5107.54989
10066,Production Technician I,Production       ,1,52505.0,2024,June,,HC,1.1673288,5107.54989
10066,Production Technician I,Production       ,1,52505.0,2024,May,,HC,1.1673288,5107.54989
10066,Production Technician I,Production       ,1,52505.0,2024,April,,HC,1.14444,5007.40185
10066,Production Technician I,Production       ,1,52505.0,2024,March,,HC,1.0404,4552.1835
10066,Production Technician I,Production       ,1,52505.0,2024,February,,HC,1.02,4462.925
10066,Production Technician I,Production       ,1,52505.0,2024,January,,HC,1.02,4462.925
10066,Production Technician I,Production       ,1,52505.0,2023,December,,HC,1.02,4462.925
10066,Production Technician I,Production       ,1,52505.0,2023,November,,HC,1.02,4462.925
10066,Production Technician I,Production       ,1,52505.0,2023,October,,HC,1.0,4375.41667
10066,Production Technician I,Production       ,1,52505.0,2023,September,,HC,1.0,4375.41667
10061,Production Technician I,Production       ,1,57834.0,2024,December,,HC,1.22569524,5907.23821
10061,Production Technician I,Production       ,1,57834.0,2024,November,,HC,1.22569524,5907.23821
10061,Production Technician I,Production       ,1,57834.0,2024,October,,HC,1.22569524,5907.23821
10061,Production Technician I,Production       ,1,57834.0,2024,September,,HC,1.1673288,5625.94115
10061,Production Technician I,Production       ,1,57834.0,2024,August,,HC,1.1673288,5625.94115
10061,Production Technician I,Production       ,1,57834.0,2024,July,,HC,1.1673288,5625.94115
10061,Production Technician I,Production       ,1,57834.0,2024,June,,HC,1.1673288,5625.94115
10061,Production Technician I,Production       ,1,57834.0,2024,May,,HC,1.1673288,5625.94115
10061,Production Technician I,Production       ,1,57834.0,2024,April,,HC,1.14444,5515.62858
10061,Production Technician I,Production       ,1,57834.0,2024,March,,HC,1.0404,5014.2078
10061,Production Technician I,Production       ,1,57834.0,2024,February,,HC,1.02,4915.89
10061,Production Technician I,Production       ,1,57834.0,2024,January,,HC,1.02,4915.89
10061,Production Technician I,Production       ,1,57834.0,2023,December,,HC,1.02,4915.89
10061,Production Technician I,Production       ,1,57834.0,2023,November,,HC,1.02,4915.89
10061,Production Technician I,Production       ,1,57834.0,2023,October,,HC,1.0,4819.5
10061,Production Technician I,Production       ,1,57834.0,2023,September,,HC,1.0,4819.5
10023,Production Technician II,Production       ,1,70131.0,2024,December,,HC,1.22569524,7163.26941
10023,Production Technician II,Production       ,1,70131.0,2024,November,,HC,1.22569524,7163.26941
10023,Production Technician II,Production       ,1,70131.0,2024,October,,HC,1.22569524,7163.26941
10023,Production Technician II,Production       ,1,70131.0,2024,September,,HC,1.1673288,6822.16134
10023,Production Technician II,Production       ,1,70131.0,2024,August,,HC,1.1673288,6822.16134
10023,Production Technician II,Production       ,1,70131.0,2024,July,,HC,1.1673288,6822.16134
10023,Production Technician II,Production       ,1,70131.0,2024,June,,HC,1.1673288,6822.16134
10023,Production Technician II,Production       ,1,70131.0,2024,May,,HC,1.1673288,6822.16134
10023,Production Technician II,Production       ,1,70131.0,2024,April,,HC,1.14444,6688.39347
10023,Production Technician II,Production       ,1,70131.0,2024,March,,HC,1.0404,6080.3577
10023,Production Technician II,Production       ,1,70131.0,2024,February,,HC,1.02,5961.135
10023,Production Technician II,Production       ,1,70131.0,2024,January,,HC,1.02,5961.135
10023,Production Technician II,Production       ,1,70131.0,2023,December,,HC,1.02,5961.135
10023,Production Technician II,Production       ,1,70131.0,2023,November,,HC,1.02,5961.135
10023,Production Technician II,Production       ,1,70131.0,2023,October,,HC,1.0,5844.25
10023,Production Technician II,Production       ,1,70131.0,2023,September,,HC,1.0,5844.25
10055,Production Technician I,Production       ,1,59026.0,2024,December,,HC,1.22569524,6028.9906
10055,Production Technician I,Production       ,1,59026.0,2024,November,,HC,1.22569524,6028.9906
10055,Production Technician I,Production       ,1,59026.0,2024,October,,HC,1.22569524,6028.9906
10055,Production Technician I,Production       ,1,59026.0,2024,September,,HC,1.1673288,5741.89581
10055,Production Technician I,Production       ,1,59026.0,2024,August,,HC,1.1673288,5741.89581
10055,Production Technician I,Production       ,1,59026.0,2024,July,,HC,1.1673288,5741.89581
10055,Production Technician I,Production       ,1,59026.0,2024,June,,HC,1.1673288,5741.89581
10055,Production Technician I,Production       ,1,59026.0,2024,May,,HC,1.1673288,5741.89581
10055,Production Technician I,Production       ,1,59026.0,2024,April,,HC,1.14444,5629.30962
10055,Production Technician I,Production       ,1,59026.0,2024,March,,HC,1.0404,5117.5542
10055,Production Technician I,Production       ,1,59026.0,2024,February,,HC,1.02,5017.21
10055,Production Technician I,Production       ,1,59026.0,2024,January,,HC,1.02,5017.21
10055,Production Technician I,Production       ,1,59026.0,2023,December,,HC,1.02,5017.21
10055,Production Technician I,Production       ,1,59026.0,2023,November,,HC,1.02,5017.21
10055,Production Technician I,Production       ,1,59026.0,2023,October,,HC,1.0,4918.83333
10055,Production Technician I,Production       ,1,59026.0,2023,September,,HC,1.0,4918.83333
10245,Database Administrator,IT/IS,1,110000.0,2024,December,,HC,1.22569524,11235.5397
10245,Database Administrator,IT/IS,1,110000.0,2024,November,,HC,1.22569524,11235.5397
10245,Database Administrator,IT/IS,1,110000.0,2024,October,,HC,1.22569524,11235.5397
10245,Database Administrator,IT/IS,1,110000.0,2024,September,,HC,1.1673288,10700.514
10245,Database Administrator,IT/IS,1,110000.0,2024,August,,HC,1.1673288,10700.514
10245,Database Administrator,IT/IS,1,110000.0,2024,July,,HC,1.1673288,10700.514
10245,Database Administrator,IT/IS,1,110000.0,2024,June,,HC,1.1673288,10700.514
10245,Database Administrator,IT/IS,1,110000.0,2024,May,,HC,1.1673288,10700.514
10245,Database Administrator,IT/IS,1,110000.0,2024,April,,HC,1.14444,10490.7
10245,Database Administrator,IT/IS,1,110000.0,2024,March,,HC,1.0404,9537.0
10245,Database Administrator,IT/IS,1,110000.0,2024,February,,HC,1.02,9350.0
10245,Database Administrator,IT/IS,1,110000.0,2024,January,,HC,1.02,9350.0
10245,Database Administrator,IT/IS,1,110000.0,2023,December,,HC,1.02,9350.0
10245,Database Administrator,IT/IS,1,110000.0,2023,November,,HC,1.02,9350.0
10245,Database Administrator,IT/IS,1,110000.0,2023,October,,HC,1.0,9166.66667
10245,Database Administrator,IT/IS,1,110000.0,2023,September,,HC,1.0,9166.66667
10277,Production Technician I,Production       ,1,53250.0,2024,December,,HC,1.22569524,5439.02263
10277,Production Technician I,Production       ,1,53250.0,2024,November,,HC,1.22569524,5439.02263
10277,Production Technician I,Production       ,1,53250.0,2024,October,,HC,1.22569524,5439.02263
10277,Production Technician I,Production       ,1,53250.0,2024,September,,HC,1.1673288,5180.02155
10277,Production Technician I,Production       ,1,53250.0,2024,August,,HC,1.1673288,5180.02155
10277,Production Technician I,Production       ,1,53250.0,2024,July,,HC,1.1673288,5180.02155
10277,Production Technician I,Production       ,1,53250.0,2024,June,,HC,1.1673288,5180.02155
10277,Production Technician I,Production       ,1,53250.0,2024,May,,HC,1.1673288,5180.02155
10277,Production Technician I,Production       ,1,53250.0,2024,April,,HC,1.14444,5078.4525
10277,Production Technician I,Production       ,1,53250.0,2024,March,,HC,1.0404,4616.775
10277,Production Technician I,Production       ,1,53250.0,2024,February,,HC,1.02,4526.25
10277,Production Technician I,Production       ,1,53250.0,2024,January,,HC,1.02,4526.25
10277,Production Technician I,Production       ,1,53250.0,2023,December,,HC,1.02,4526.25
10277,Production Technician I,Production       ,1,53250.0,2023,November,,HC,1.02,4526.25
10277,Production Technician I,Production       ,1,53250.0,2023,October,,HC,1.0,4437.5
10277,Production Technician I,Production       ,1,53250.0,2023,September,,HC,1.0,4437.5
10046,Production Technician I,Production       ,1,51044.0,2024,December,,HC,1.22569524,5213.69899
10046,Production Technician I,Production       ,1,51044.0,2024,November,,HC,1.22569524,5213.69899
10046,Production Technician I,Production       ,1,51044.0,2024,October,,HC,1.22569524,5213.69899
10046,Production Technician I,Production       ,1,51044.0,2024,September,,HC,1.1673288,4965.42761
10046,Production Technician I,Production       ,1,51044.0,2024,August,,HC,1.1673288,4965.42761
10046,Production Technician I,Production       ,1,51044.0,2024,July,,HC,1.1673288,4965.42761
10046,Production Technician I,Production       ,1,51044.0,2024,June,,HC,1.1673288,4965.42761
10046,Production Technician I,Production       ,1,51044.0,2024,May,,HC,1.1673288,4965.42761
10046,Production Technician I,Production       ,1,51044.0,2024,April,,HC,1.14444,4868.06628
10046,Production Technician I,Production       ,1,51044.0,2024,March,,HC,1.0404,4425.5148
